unique_id,osmid,element_type,ele,name,tourism,name:en,created_by,stars,wikidata,toilets:wheelchair,website,wheelchair,addr:city,addr:street,internet_access,internet_access:fee,rooms,smoking,name:zh,opening_hours,email,contact:phone,contact:website,addr:country,phone,operator,name:ja,shop,amenity,building,designation,addr:postcode,addr:state,barrier,hotel,addr:housenumber,source,stairs,contact:email,cuisine,name:es,name:fr,description,historic,name:ru,payment:cash,payment:credit_cards,payment:debit_cards,name:nl,toilet:seated,brand,number,contact:facebook,delivery,name:it,name:hi,addr:place,nodes,fax,name:ne,area,amenity_1,building:adjacency,building:gable_wall,building:levels,building:overhang,building:soft_storey,building:structure,building:use,floor:material:type,roof:material:type,shape:elevation,shape:plan,building:age,building:condition,building:geological_site,building:lateral:material,building:lateral:system,building:levels:underground,capacity:persons,roof:material,roof:shape,fixme,contact:fax,internet_access:ssid,landuse,beds,capacity,level,addr:tole,addr:ward,name:kn,name:ur,start_date,brand:wikidata,brand:wikipedia,building:part,note,addr:district,addr:province,ways,type,name:de,timestamp,completeness_score
node/4258538591,4258538591,node,,Birendra dai,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-22T12:51:17Z,1.0
node/4258556289,4258556289,node,,Lila dai,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-19T07:12:15Z,1.0
node/4259712690,4259712690,node,,Thulobaa,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-27T08:17:36Z,1.0
node/4266642366,4266642366,node,,Hotel Lion Pvt Ltd.,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-26T16:17:49Z,1.0
node/4323094591,4323094591,node,,Anushka's homestay,hotel,,,,,,,,,Nirmal Lama Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-27T11:48:47Z,1.0
node/4324789213,4324789213,node,,Hotel Rudrakshya,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T10:13:57Z,1.0
node/4324802381,4324802381,node,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-28T07:30:23Z,1.0
node/4324884018,4324884018,node,,Hotel Sunrise,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-28T09:13:45Z,1.0
node/4326344090,4326344090,node,,Mahalaxmi Mithai Bhandar,hotel,,,,,,,,,Gurjudhara to Balambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-29T01:31:09Z,1.0
node/4363030843,4363030843,node,,Backpackers Lodge,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-23T15:11:22Z,1.0
node/4363030846,4363030846,node,,Eco 2000,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-23T15:11:23Z,1.0
node/4366423060,4366423060,node,,Hotel Pilgrims,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-25T17:30:38Z,1.0
node/4366606664,4366606664,node,,Thamel Grand Hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-25T17:11:35Z,1.0
node/4383009215,4383009215,node,,Hotel Kamal,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-04T08:28:31Z,1.0
node/4388632689,4388632689,node,,,hotel,,,,,,http://www.khwopa-guesthouse.com.np,,,Bolachen,wlan,,,,,24/7,khwopa12@hotmail.com,,,,097716614661,,,,,,,,,,,,,,,,Khwopa Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-07T05:02:53Z,1.0
node/4400952494,4400952494,node,,,hotel,Hotel Vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14T10:38:18Z,1.0
node/4400954923,4400954923,node,,Pilgrim Hotel,hotel,,,,,,,,,"z-street,thamel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14T10:20:15Z,1.0
node/4400954924,4400954924,node,,Roadhouse Cafe / Hotel Roadhouse,hotel,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,coffee_shop;international;pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-06T18:54:22Z,1.0
node/4400954925,4400954925,node,,Hotel Ganesh Himal,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14T10:20:16Z,1.0
node/4416279337,4416279337,node,,Choice Hotels,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-28T05:16:09Z,1.0
node/4440620350,4440620350,node,,Hotel Dream City,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-10T13:15:41Z,1.0
node/4454912992,4454912992,node,,,hotel,Hotel,,,,,,,,balaju,wlan,,,,,24/7,dipakrai178@gmail.com,,,,+9779841867271,MR.Dipak Kumar Rai,,,,,,0015,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-14T12:42:51Z,1.0
node/4454928889,4454928889,node,,,hotel,DT Complex,,,,,,,,Mitranagar Sadak,,,,,,24/7,b_rocker@live.com,,,,0097714359439,,,,,,,00977,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-19T11:32:12Z,1.0
node/4458642590,4458642590,node,,,hotel,Kathmandu guest house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22T01:08:02Z,1.0
node/4459877595,4459877595,node,,,hotel,Adventure home,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-23T03:34:44Z,1.0
node/4470911792,4470911792,node,,,hotel,Hotel palace,,,,,,,,dhalko marga,wlan,,,,,,,,,,+977014266881,,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-30T05:48:00Z,1.0
node/4488310389,4488310389,node,,,hotel,Hotel wanderlust,,,,,,,,Falchasa Pode Galli,wlan,,,,,Mo-Su 10:00-22:00,hotelwanderlustnepal@gmail.com,,,,+97714242283,,,,,,,,,,,103/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-08T09:05:46Z,1.0
node/4494473892,4494473892,node,,,hotel,Hotel gandaki view,,,,,,,,Naga Sthan Marga,wlan,,,,,,,,,,01-4254332,surya lal thakali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-28T10:02:57Z,1.0
node/4502408392,4502408392,node,,,hotel,Ngudrup Guest House,,,,,http://www.hotelngudrup.com,,,Shramik Marg Boudha,wlan,,,,,,hotelngudrup@gmail.com,,,,97714916206,,,,,,,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-16T01:12:15Z,1.0
node/4505520289,4505520289,node,,,hotel,Kathmandu Resort Hotel,,,,,,,,,wlan,,,,,,ktmresorthotel@mos.om.np,,,,0097714701224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-17T03:17:32Z,1.0
node/4507993889,4507993889,node,,,hotel,Bodhi Inn,,,,,,,,Thamel Marg,wlan,,,,,,bodhinn@gmail.com,,,,+97714265298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-18T08:45:24Z,1.0
node/4515046389,4515046389,node,,,hotel,Cooee Himalaya resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22T09:08:52Z,1.0
node/4515195991,4515195991,node,,,hotel,Manla resort,,,,,,,,,wlan,,,,,,omanla@mail.com.np,,,,0097716680108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22T11:32:14Z,1.0
node/4515312789,4515312789,node,,,hotel,Village Highland Resort,,,,,,,,"Ranikot, Bhaktapur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22T12:48:29Z,1.0
node/4520442793,4520442793,node,,,hotel,,,,,,http://www.cafepatan.com,,,"Patan Darbar Square, Mangal Bazar, Lalitpur-18",wlan,,,,,,info@cafedepatan.com,,,,5537599,,,,,,,,,,,,,,,,,Cafe de Patan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-25T11:38:18Z,1.0
node/4534545408,4534545408,node,,,hotel,NEW LAMJUNG LODGE,,,,,,,,Mitranagar Marg,wlan,,,,,24/7,newlamjung.029@gmail.com,,,,+977-1-4362491,prem ku. shrestha rishi,,,,,,00971,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-02T17:43:31Z,1.0
node/4540853690,4540853690,node,,,hotel,hotel RR pvt. ltd.,,,,,,,,Mitranagar Marg,wlan,,,,,24/7,hotelrr.pvt@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-06T09:14:51Z,1.0
node/4552836989,4552836989,node,,,hotel,Hotel Subhatara Pvt Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-17T07:38:54Z,1.0
node/4553852795,4553852795,node,,,hotel,Sneha Guest House PVT.LTD,,,,,,,,,wlan,,,,,24/7,dipakrai178@gmail.com,,,,9841867271,Mr.Dipak Kumar Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-14T12:43:14Z,1.0
node/4559637091,4559637091,node,,,hotel,The lost of horizon,,,,,,,,Nagarkot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-09T08:32:21Z,1.0
node/4561910290,4561910290,node,,,hotel,,,,,,,,,"Lakhuri phedi, Dhungen, Lamatar,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-19T14:52:14Z,1.0
node/4571629846,4571629846,node,,Balthali Eco Hill Resort,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-25T13:55:55Z,1.0
node/4581204991,4581204991,node,,,hotel,Kathmandu Mantra Home,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-30T13:52:08Z,1.0
node/4583601502,4583601502,node,,,hotel,Regal Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-01T09:57:30Z,1.0
node/4594173701,4594173701,node,,,hotel,Badrinath guest house,,,,,,,,basanta marg,wlan,,,,,24/7,,,,,014364354,Arjun pokharel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-07T11:39:50Z,1.0
node/4595717889,4595717889,node,,Hotel The GreatWall,hotel,,,3,,,,,Kathmandu,Thamel Marg,wlan,no,25,outside,,,,,,,,,,,,,,4600,,,,Chibahal Marg,,,,,,,Your Destination in Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-08T06:21:02Z,1.0
node/4596657789,4596657789,node,,,hotel,Baglung Parichaya Guest House,,,,,,,,Mitranagar Marg,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-08T17:07:50Z,1.0
node/4605345293,4605345293,node,,,hotel,Shangri-la Boutique Hotel,,,,,https://www.shangri-laboutiquehotel.com/,,,Amrit Marg,wlan,,,,,24/7,info@shangri-laboutiquehotel.com,,,,97714250188,Mr.Keshab Karki,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-20T20:14:59Z,1.0
node/4613677089,4613677089,node,,,hotel,Right Way Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-17T08:04:36Z,1.0
node/4655519390,4655519390,node,,,hotel,New green house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-02T10:41:06Z,1.0
node/4675805390,4675805390,node,,,hotel,Buspark Bhojanalaya,,,,,,,,bharwacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-09T02:54:22Z,1.0
node/4677624191,4677624191,node,,,hotel,ghar gongabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-10T05:30:07Z,1.0
node/4683315690,4683315690,node,,,hotel,Simrika Homes Bed and Breakfast,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-30T10:43:42Z,1.0
node/4688178791,4688178791,node,,,hotel,Simrika Homes Bed and Breakfast,,,,,,,,"Lekhanathmarg, Thamel",wlan,,,,,,homessimrika@gmail.com,,,,97714413284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-16T07:17:48Z,1.0
node/4693388194,4693388194,node,,,hotel,Upadhyay House,,,,,,,,Residential_road,wlan,,,,,24/7,,,,,9842574646,Santosh Upadhyay,,,,,,,,,,56,,,,,,,,castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-10T08:20:46Z,1.0
node/4697510091,4697510091,node,,,hotel,Hotel Pasa,,,,,,,,Ganabaha Marg,wlan,,,,,24/7,,,,,014254849,,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-21T15:41:01Z,1.0
node/4711078894,4711078894,node,,,hotel,Purano Sandar Momo Center,,,,,,,,,wlan,,,,,Mo-Su 11:00-20:30,,,,,9849266393,Chandra Kumar Shrestha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-01T05:05:19Z,1.0
node/4711666114,4711666114,node,,,hotel,Sisters Home,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-01T12:55:17Z,1.0
node/4720262289,4720262289,node,,,hotel,Hotel View Bhrikuti Godavari,,,,,,,,satdobato-godavari road,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-06T12:25:29Z,1.0
node/4737581621,4737581621,node,,,hotel,Hotel Peace N Park,,,,,,,,Thamel Marg,wlan,,,,,24/7,,,,,,,,,,,,46000,,,,House No 702/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-16T07:07:55Z,1.0
node/4740893523,4740893523,node,,,hotel,Happily Ever After Hostel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-18T04:21:14Z,1.0
node/4742991323,4742991323,node,,,hotel,Royal Astoria,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-19T12:50:17Z,1.0
node/4749882822,4749882822,node,,,hotel,Sakwa,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-23T00:28:12Z,1.0
node/4749912125,4749912125,node,,,hotel,Bajra Yogini Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-23T00:28:16Z,1.0
node/4757530424,4757530424,node,,,hotel,Cafe de Patan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-27T08:19:57Z,1.0
node/4769290221,4769290221,node,,,hotel,Chhahari hotel and restaurant,,,,,,,,Pasang Lhamu Highway,,,,,,24/7,,,,,9849254505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-01T11:28:04Z,1.0
node/4770658521,4770658521,node,,,hotel,Solid Rock,,,,,http://solidrocknp.com,,,,wlan,,,,,,info@solidrocknp.com,,,,+9779823233093,Christian Simmelkiaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-02T08:14:06Z,1.0
node/4787367223,4787367223,node,,,hotel,Chhaimale Resort - The Pear Garden,,,,,https://www.facebook.com/chhaimaleresort,,,chhaimale-6,,,,,,,chhaimale.resort@gmail.com,,,,016924909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-11T01:47:42Z,1.0
node/4787718529,4787718529,node,,,hotel,hotel senith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-03T08:21:31Z,1.0
node/4787719461,4787719461,node,,,hotel,pramisa hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-11T07:25:51Z,1.0
node/4788108727,4788108727,node,,,hotel,Hotel jenith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-11T11:00:22Z,1.0
node/4788109925,4788109925,node,,,hotel,Pramisa hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-11T11:00:18Z,1.0
node/4789493722,4789493722,node,,Ramechap Magar Hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-28T09:17:03Z,1.0
node/4801183021,4801183021,node,,,hotel,Pashupati Darshan Hotel,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-18T11:01:34Z,1.0
node/4804971823,4804971823,node,,,hotel,Hotel Hills Heaven,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-20T03:38:03Z,1.0
node/4804971824,4804971824,node,,,hotel,Hotel mount prince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-20T03:38:04Z,1.0
node/4809733222,4809733222,node,,,hotel,Bafal Chowk,,,,,,,,Gyanodaya Marg,wlan,,,,,,khanal856@gmail.com,,,,9860089681,Rishi Khanal / Shantosh Khanal (Brother),,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-22T13:27:22Z,1.0
node/4815049121,4815049121,node,,,hotel,Himalayan horizon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-25T08:02:53Z,1.0
node/4817254023,4817254023,node,,,hotel,New Kantipur Heritage Homestay,,,,,,limited,,"Ason, Tyeuda",wlan,,,,,,,,,,+977 984-1291703,,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-05T09:00:35Z,1.0
node/4844179423,4844179423,node,,,hotel,wellness organic club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-09T17:49:35Z,1.0
node/4844211325,4844211325,node,,,hotel,Hotel Taj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-25T05:17:39Z,1.0
node/4849144521,4849144521,node,,,hotel,Gaurishankar butwal hotel,,,,,,,,Mitranagar Marg,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-12T08:00:40Z,1.0
node/4858983823,4858983823,node,,Hotel Sunflower,hotel,,,,,,,,,,,,,,,,,,,,015560140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-17T05:54:09Z,1.0
node/4860852021,4860852021,node,,,hotel,Bhimnidhi Tiwari Marg,,,,,,,,Bhim Nidhi Tiwari Marga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-18T01:40:02Z,1.0
