unique_id,osmid,element_type,amenity,name,shop,email,internet_access,opening_hours,phone,toilets:wheelchair,wheelchair,cuisine,wifi,alt_name,website,name:ne,source,name:en,internet_access:fee,operator,smoking,addr:street,toilets,addr:housename,designation,addr:tole,operator:type,outdoor_seating,level,name:kr,addr:city,addr:housenumber,contact:email,contact:phone,contact:phone2,diet:vegetarian,drink,addr:postcode,description,historic,diet:vegan,name:fr,internet_access:ssid,building,takeaway,name:uk,name:hi,name:ja,name:ru,name:de,name:es,name:it,name:nl,nodes,FIXME,building:adjacency,building:gable_wall,building:levels,building:overhang,building:ownership,building:soft_storey,building:structure,building:use,floor:material:type,roof:material:type,shape:elevation,shape:plan,area,height,building_count,isced:level,personnel:count,student:count,tourism,addr:ward,addr:place,delivery,infrastructure/facility,municipality,ward,start_date,name:bo,timestamp,completeness_score
node/3296145676,3296145676,node,cafe,Bekharam's Cafe and Ice-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-21T10:34:19Z,1.0
node/3298334373,3298334373,node,cafe,sathi ko momo pasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-19T12:02:29Z,1.0
node/3298336963,3298336963,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-19T12:07:56Z,1.0
node/3307465007,3307465007,node,cafe,Chat Pate Pasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-26T08:00:40Z,1.0
node/3316989679,3316989679,node,cafe,French Bakery,,frenchbakeryktm@hotmail.com,wlan,Mo-Su 07:00-21:00,4251998,,,french;tea;breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-04T05:27:41Z,1.0
node/3325075145,3325075145,node,cafe,Himalayan Java Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:03:27Z,1.0
node/3329427562,3329427562,node,cafe,Expresso Delight,,,,Mo-Fr 10:00-19:00; Su 10:00-11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:03:27Z,1.0
node/3331617443,3331617443,node,cafe,Himalayan Java 2,,,yes,,+977 1 4422519,,,coffee_shop,,,https://himalayanjava.com/,,,,,,no,Trivedi Marg,,,,,,,1,,,,gagan@himalayanjava.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-27T21:25:56Z,1.0
node/3337226913,3337226913,node,cafe,Bishal Cafe,,,wlan,,,,,,,,,,,,,Bishal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-02T04:01:06Z,1.0
node/3341061785,3341061785,node,cafe,Nilkantha's tea shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:42:17Z,1.0
node/3347632389,3347632389,node,cafe,Coffee and Cupcakes,,,wlan,,,,,coffee_shop,,,,,,,,,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-13T10:41:33Z,1.0
node/3363046525,3363046525,node,cafe,S2 bakery and momo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-21T10:21:28Z,1.0
node/3366665677,3366665677,node,cafe,Corner Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:42:24Z,1.0
node/3375011140,3375011140,node,cafe,Lasun Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-27T16:04:15Z,1.0
node/3391516598,3391516598,node,cafe,Café Soma,,,wlan,Mo-Su 07:30-20:00,,,,sandwich,,,,,,,,,outside,Baluwatar,,,,,,,,,Kathmandu,,cafesoma@wlink.com.np,+977 4415792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:42:32Z,1.0
node/3413317380,3413317380,node,cafe,Everest Beans Café & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:43:27Z,1.0
node/3439142083,3439142083,node,cafe,Phat Khat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-05T12:09:51Z,1.0
node/3456937093,3456937093,node,cafe,Hotel Aman,,,,,9843460332,,,,,,,,,,,,,,,,,,,,,,,,tirtha_lapchan@yahoo.com,,9803037991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-15T07:54:08Z,1.0
node/3458928859,3458928859,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16T07:48:47Z,1.0
node/3458928860,3458928860,node,cafe,Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16T07:48:48Z,1.0
node/3458928951,3458928951,node,cafe,Hill Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16T07:48:45Z,1.0
node/3458928953,3458928953,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16T07:48:47Z,1.0
node/3458928956,3458928956,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16T07:48:51Z,1.0
node/3464574293,3464574293,node,cafe,Delicious Cafe,,,,Mo-Su 7:00-22:00,014266064,,,,,,,,,,,,,Thahity,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-19T03:22:21Z,1.0
node/3476380391,3476380391,node,cafe,Ypagoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-12T11:30:07Z,1.0
node/3479423299,3479423299,node,cafe,Café de Jamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-28T08:13:43Z,1.0
node/3487462891,3487462891,node,cafe,Buddhawraps,,,no,,,,,sandwich,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-22T07:49:07Z,1.0
node/3488601015,3488601015,node,cafe,Aroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T12:21:34Z,1.0
node/3491198839,3491198839,node,cafe,North Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-01T14:29:35Z,1.0
node/3506385601,3506385601,node,cafe,Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T05:05:10Z,1.0
node/3508175157,3508175157,node,cafe,Hot Pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-10T08:31:17Z,1.0
node/3508175183,3508175183,node,cafe,Shreega Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-10T08:31:19Z,1.0
node/3509030388,3509030388,node,cafe,Mamamiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T12:21:34Z,1.0
node/3509034495,3509034495,node,cafe,Star Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:03:27Z,1.0
node/3560031334,3560031334,node,cafe,Meeting spot ,,,,,,,,asian,no,,,,,,,,,Chhakhu Bakku Marg,,,,,,,,,kathmandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-31T04:26:00Z,1.0
node/3599851625,3599851625,node,cafe,Sun Cafe & Bar,,suncafektm@gmail.com,wlan,Mo-Su 08:00-21:00,015013574,,no,nepalese;indian;breakfast;burger;chicken;fish_and_chips;kebab;noodles;pasta;pancake;sandwich;tea;hot_dog;grill,,,,,,Sun Cafe & Bar,no,Bhumi Management,,Jhamshikhel,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-27T21:09:43Z,1.0
node/3626551798,3626551798,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-30T08:47:16Z,1.0
node/3626551800,3626551800,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-30T08:47:16Z,1.0
node/3626560512,3626560512,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-05T09:48:53Z,1.0
node/3649326367,3649326367,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-07T08:54:34Z,1.0
node/3691613377,3691613377,node,cafe,Everest Java Coffee,,,no,,,,,"coffee,_momo,chowmin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-11T15:57:18Z,1.0
node/3753930765,3753930765,node,cafe,Mocha Pot,,,,,,,,coffee_shop,,,,,,Vintage Cafe,,,,,,,,,,,,,Lalitpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-19T09:22:05Z,1.0
node/3811339839,3811339839,node,cafe,Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-31T16:26:54Z,1.0
node/3986718694,3986718694,node,cafe,Everest ice cream,,,wlan,09:00-20:00,+9779841561750,,,ice_cream,,,,,,,,,separated,Aananda M.,,,,,,,,,Banepa Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-03T17:06:52Z,1.0
node/4020227088,4020227088,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-08T06:16:49Z,1.0
node/4020230289,4020230289,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-08T06:16:49Z,1.0
node/4020230290,4020230290,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-08T06:16:50Z,1.0
node/4030823289,4030823289,node,cafe,coffee shop roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-28T03:37:28Z,1.0
node/4052345826,4052345826,node,cafe,Coffee Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-10T06:57:34Z,1.0
node/4099201702,4099201702,node,cafe,Punte Bakery,,,,Mo-Su 08:00-20:00,,,,"cakes_and_Pies,_Breakfast,_Brunch,_Burgers,_Hot_Dogs,_Sandwiches_and_Vegetarian",,,https://www.facebook.com/Punte-Bakery-235363433476556/,,,,,,,Falchasa Pode Galli,,,,,,,,,Kathmandu,,,,,yes,,44600,"We specialize in custom Birthday Cakes, Chocolate Soufflés, Chocolate Mocha Cakes, Spinach Pies and many more !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-27T21:09:28Z,1.0
node/4099201703,4099201703,node,cafe,,,,,Mo-Su 08:00-20:00,+977 9818856665 / 9808106455,,,,,,https://www.facebook.com/Punte-Bakery-235363433476556/,,,Hare Ram Hare Krishna building,,,outside,Falchasa Pode Galli,,,,,,,,,Kathmandu,,,,,,,44600,"We specialize in custom Birthday Cakes, Chocolate Soufflés, Chocolate Mocha Cakes, Spinach Pies and many more !",castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-06T10:34:18Z,1.0
node/4141167689,4141167689,node,cafe,Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-22T17:04:31Z,1.0
node/4155180091,4155180091,node,cafe,Kavreli cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-29T09:11:01Z,1.0
node/4155225589,4155225589,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-29T09:11:12Z,1.0
node/4168658089,4168658089,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-06T05:35:26Z,1.0
node/4170922389,4170922389,node,cafe,kar.ma coffee,,info@karmacoffee.com.np,wlan,Mo-Fr 09:00-19:00; Sa 09:00-17:00,+9779843767232,,,coffee_shop,,,karmacoffee.com.np,,,,,,,Jhamel Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-07T07:21:43Z,1.0
node/4198396491,4198396491,node,cafe,Sabrina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-13T11:45:19Z,1.0
node/4198642245,4198642245,node,cafe,Swotha Tea and Coffee Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-02T08:28:19Z,1.0
node/4198642246,4198642246,node,cafe,Himalayan Cafe,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-05T07:14:03Z,1.0
node/4207388926,4207388926,node,cafe,kec hut,,,,,,,,,,,,,,,,,,KEC Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-25T16:45:30Z,1.0
node/4231039290,4231039290,node,cafe,together cafe,,,wlan,,,,,,,,,,,,,,,naag pokhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-07T23:52:08Z,1.0
node/4248374398,4248374398,node,cafe,Rajan house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-17T13:15:10Z,1.0
node/4250466798,4250466798,node,cafe,Bliss Raw cafe,,,,Mo-Su 10:00-20:00,9808732378,,,,,,,,,,,,,Phulbari street,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-25T23:22:04Z,1.0
node/4264062071,4264062071,node,cafe,Norlahi Momo,,,,,,,,Momo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-25T06:10:29Z,1.0
node/4264065757,4264065757,node,cafe,Belle Ville,,,,,,no,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-17T05:39:29Z,1.0
node/4286217796,4286217796,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-06T16:40:49Z,1.0
node/4293343214,4293343214,node,cafe,Red pepper cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-25T10:35:25Z,1.0
node/4294367314,4294367314,node,cafe,Sunrise Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-10T11:37:50Z,1.0
node/4295544047,4295544047,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-11T05:12:50Z,1.0
node/4299434289,4299434289,node,cafe,chiyaa and coffee,,chiyaa.coffee2015@gmail.com,wlan,Su-Fr 07:30-20:30; Sa 02:30-20:00,9813558314,,,sandwich;noodles;donut;breakfast;tea;cake;coffee_shop,,,,,,,,,,Nakhu Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-03T14:25:58Z,1.0
node/4308987489,4308987489,node,cafe,The Lunch Box,,,wlan,Mo-Sa 09:00-22:00,977015553385,,,sandwich,,,,,,,,,,Bakhundole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-18T12:46:23Z,1.0
node/4327779391,4327779391,node,cafe,Durga cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-30T11:08:16Z,1.0
node/4327821992,4327821992,node,cafe,Junction cafe,,,,,,,,,,,,,,,,,,KU road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-30T11:08:12Z,1.0
node/4329284695,4329284695,node,cafe,Mellow Mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-27T05:19:34Z,1.0
node/4329295892,4329295892,node,cafe,Chiya Pasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-31T11:32:13Z,1.0
node/4329327889,4329327889,node,cafe,Dani's Handmade Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-31T11:32:24Z,1.0
node/4342351590,4342351590,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-09T09:39:52Z,1.0
node/4343916494,4343916494,node,cafe,Downtown Cafe,,,,,,,,,,,,,,,,,,KUBH Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-10T07:26:46Z,1.0
node/4366575104,4366575104,node,cafe,,,,,,,,,,,,,,,Delicious Samosas!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-25T16:59:12Z,1.0
node/4366618678,4366618678,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-23T15:12:41Z,1.0
node/4370642891,4370642891,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Square Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-28T06:49:04Z,1.0
node/4371612099,4371612099,node,cafe,,,,,Mo-Su 09:00-21:00,,,,,,,,,,Nice Food Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-28T17:02:49Z,1.0
node/4375858093,4375858093,node,cafe,,,,,Mo-Su 07:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-30T17:38:24Z,1.0
node/4377572768,4377572768,node,cafe,Siddhartha Sweets and Bakery,,,wlan,10:00-18:00,01-4481119,,,coffee_shop,,,,,,,,,no,Subidha Marga,,,,,,,,,Kathmandu,,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-27T13:05:26Z,1.0
node/4396927189,4396927189,node,cafe,,,,,,,,,,,,,,,Amit Ankit Khaja Ghar(Adda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-28T07:13:26Z,1.0
node/4401051297,4401051297,node,cafe,,,,wlan,,,,,,,,,,,Fresh Cup Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-29T13:22:51Z,1.0
node/4403774690,4403774690,node,cafe,,,,,,,,,,,,,,,sohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-16T06:22:57Z,1.0
node/4407301189,4407301189,node,cafe,,,,,,,,,,,,,,,,,,,Prayag Pokhari to Gwarko Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-18T20:09:55Z,1.0
node/4411694208,4411694208,node,cafe,BIA Café Bakery,,,wlan,,,,,,,,,,,,no,,,,,,,,,yes,,,,,,,,,,,,,,,Bia cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-08T04:27:19Z,1.0
node/4413244088,4413244088,node,cafe,Dattatreya roof top restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-22T13:25:07Z,1.0
node/4415879791,4415879791,node,cafe,,,,,,,,,,,,,,,Tea Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-24T03:37:43Z,1.0
node/4418021591,4418021591,node,cafe,,,,wlan,Mo-Su 10:00-20:00,,,,,,,,,,Flat iron grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-25T19:37:28Z,1.0
node/4437847089,4437847089,node,cafe,,,teafreshointl@gmail.com,wlan,Mo-Su 08:00-20:00,9803461609,,,tea;coffee_shop,,,https://www.teafresho.com/,,,Teafresho Tea Lounge,,Teafresho International Pvt. Ltd.,,Jyatha Marga,,,,,,,,,,,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-30T04:46:24Z,1.0
node/4454912989,4454912989,node,cafe,,,,,,,,,,,,,,,Curilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-19T11:17:58Z,1.0
node/4456060691,4456060691,node,cafe,Chamena Griha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-14T05:57:57Z,1.0
node/4457247589,4457247589,node,cafe,Bake & Bites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-20T23:38:52Z,1.0
node/4464318792,4464318792,node,cafe,,,,wlan,,015527989,,,burger;cake;chicken;coffee_shop;ice_cream;noodles;pizza;ramen;sandwich;sausage;fish_and_chips,,,,,,Bake and Bite Cafe,,,,Maanbhawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-16T08:50:41Z,1.0
node/4467448195,4467448195,node,cafe,,,,wlan,,015251052,,,indian;asian;breakfast;burger;chicken;coffee_shop;diner;local;sausage;tea,,,,,,Real Food cafe,,,,"hattiban,lalitpur",,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-15T15:02:22Z,1.0
